id,age,job,marital,education,producto,is_in_default,balance
12785,32.0,management,single,tertiary,deposit,0.0,2915
12786,37.0,admin.,divorced,secondary,hipoteca,0.0,3975
12787,46.0,admin.,single,tertiary,hipoteca__deposit,0.0,2889
12788,38.0,unemployed,single,secondary,deposit,0.0,804
12789,38.0,technician,married,unknown,hipoteca,0.0,573
12790,27.0,student,single,secondary,deposit,0.0,538
12792,52.0,blue-collar,married,secondary,credito_deposit,0.0,955
12793,77.0,retired,married,secondary,deposit,0.0,638
12794,55.0,blue-collar,divorced,primary,deposit,0.0,8180
12796,40.0,entrepreneur,married,secondary,deposit,0.0,6403
12797,45.0,blue-collar,single,tertiary,credito,0.0,-243
12798,30.0,services,married,secondary,deposit,0.0,517
12799,29.0,housemaid,single,tertiary,deposit,0.0,19
12800,50.0,management,married,tertiary,deposit,0.0,1612
12802,37.0,technician,married,tertiary,deposit,0.0,247
12803,43.0,blue-collar,married,secondary,hipoteca,0.0,917
12804,33.0,blue-collar,single,primary,hipoteca__deposit,0.0,127
12806,41.0,blue-collar,single,unknown,hipoteca,0.0,961
12807,50.0,blue-collar,married,primary,hipoteca_credito,0.0,4121
12808,73.0,retired,married,primary,deposit,0.0,5539
12809,36.0,management,married,tertiary,deposit,0.0,535
12812,28.0,blue-collar,married,secondary,hipoteca,0.0,1020
12813,36.0,admin.,single,secondary,hipoteca,0.0,810
12814,33.0,blue-collar,single,unknown,hipoteca_credito_deposit,0.0,129
12816,27.0,technician,single,tertiary,hipoteca_credito_deposit,0.0,372
12817,26.0,admin.,married,secondary,credito,0.0,5231
12818,41.0,unemployed,married,primary,hipoteca,0.0,183
12819,34.0,technician,married,secondary,hipoteca,0.0,-259
12820,31.0,management,single,tertiary,deposit,0.0,533
12821,82.0,retired,married,secondary,deposit,0.0,276
12822,35.0,entrepreneur,married,secondary,hipoteca,0.0,1309
12823,47.0,admin.,single,secondary,hipoteca,0.0,3531
12824,34.0,blue-collar,married,primary,hipoteca,0.0,503
12825,48.0,management,divorced,secondary,credito,0.0,769
12827,31.0,services,single,secondary,deposit,0.0,1027
12828,48.0,unemployed,divorced,secondary,deposit,0.0,201
12829,53.0,services,married,primary,hipoteca,0.0,8918
12830,47.0,management,single,tertiary,deposit,0.0,6651
12831,72.0,retired,married,secondary,deposit,0.0,1533
12832,48.0,management,divorced,tertiary,hipoteca,0.0,1401
12833,73.0,retired,divorced,tertiary,deposit,0.0,3203
12834,58.0,admin.,married,secondary,deposit,0.0,169
12835,53.0,retired,married,primary,credito,0.0,0
12837,31.0,unemployed,married,secondary,hipoteca__deposit,0.0,314
12838,55.0,technician,married,unknown,hipoteca__deposit,0.0,240
12839,41.0,blue-collar,married,primary,credito,0.0,865
12840,35.0,management,single,tertiary,hipoteca,0.0,0
12842,26.0,admin.,single,tertiary,hipoteca__deposit,0.0,760
12844,37.0,management,married,tertiary,hipoteca,0.0,347
12845,35.0,management,married,tertiary,deposit,0.0,62
12846,26.0,services,single,secondary,credito_deposit,0.0,-189
12847,29.0,blue-collar,single,secondary,hipoteca__deposit,0.0,908
12848,52.0,blue-collar,divorced,primary,hipoteca,1.0,-183
12849,42.0,management,married,tertiary,hipoteca__deposit,0.0,4
12850,41.0,management,married,tertiary,hipoteca,0.0,-412
12853,25.0,management,married,primary,hipoteca__deposit,0.0,168
12854,60.0,blue-collar,married,unknown,hipoteca__deposit,0.0,2090
12855,39.0,blue-collar,single,secondary,hipoteca__deposit,0.0,649
12856,32.0,blue-collar,married,unknown,hipoteca,0.0,1267
12858,58.0,retired,single,tertiary,hipoteca,0.0,1411
12860,34.0,technician,single,secondary,hipoteca_credito_deposit,0.0,194
12861,48.0,blue-collar,married,secondary,hipoteca__deposit,0.0,863
12862,31.0,management,single,tertiary,deposit,0.0,533
12863,39.0,services,married,secondary,hipoteca_credito,0.0,-971
12864,34.0,admin.,married,secondary,hipoteca,0.0,1499
12865,31.0,unemployed,married,tertiary,deposit,0.0,330
12867,78.0,retired,married,unknown,deposit,0.0,4807
12868,36.0,services,single,secondary,hipoteca__deposit,0.0,-253
12870,53.0,technician,married,secondary,deposit,0.0,10185
12873,36.0,housemaid,married,primary,hipoteca__deposit,0.0,78
12875,54.0,management,divorced,tertiary,deposit,0.0,5475
12876,45.0,management,married,tertiary,hipoteca,0.0,210
12877,24.0,student,single,secondary,deposit,0.0,387
12878,63.0,retired,divorced,tertiary,deposit,0.0,0
12879,52.0,management,married,tertiary,deposit,0.0,1227
12880,49.0,technician,married,primary,hipoteca,0.0,230
12881,28.0,blue-collar,single,secondary,hipoteca,0.0,38
12882,39.0,management,married,tertiary,hipoteca__deposit,0.0,1423
12883,29.0,technician,single,tertiary,deposit,0.0,2178
12885,57.0,retired,married,secondary,hipoteca,0.0,3738
12886,36.0,technician,single,secondary,credito,1.0,0
12888,30.0,management,married,tertiary,hipoteca,0.0,-328
12890,35.0,blue-collar,married,secondary,hipoteca,0.0,260
12891,55.0,management,married,unknown,hipoteca__deposit,0.0,1504
12892,76.0,retired,married,primary,deposit,0.0,3324
12895,60.0,blue-collar,married,primary,deposit,0.0,5
12896,43.0,management,married,tertiary,deposit,0.0,839
12897,25.0,management,single,tertiary,deposit,0.0,2506
12898,24.0,student,single,secondary,deposit,0.0,1250
12899,35.0,management,single,tertiary,deposit,0.0,681
12900,35.0,admin.,married,secondary,hipoteca_credito,0.0,-244
12901,44.0,management,divorced,tertiary,deposit,0.0,5773
12902,57.0,technician,divorced,secondary,hipoteca,0.0,3105
12903,45.0,admin.,married,secondary,deposit,0.0,205
12904,55.0,admin.,divorced,secondary,deposit,0.0,1872
12905,31.0,management,married,tertiary,deposit,0.0,6138
12906,30.0,management,single,tertiary,credito,0.0,199
12907,58.0,retired,divorced,tertiary,hipoteca_credito,0.0,499
12908,30.0,technician,single,tertiary,hipoteca__deposit,0.0,3291
12910,42.0,housemaid,married,primary,credito,0.0,0
12911,45.0,management,married,primary,hipoteca,0.0,321
12912,27.0,management,married,secondary,deposit,0.0,2071
12913,58.0,technician,divorced,secondary,hipoteca_credito,0.0,-354
12914,35.0,technician,married,secondary,hipoteca,0.0,13658
12918,26.0,services,single,secondary,hipoteca_credito,0.0,-481
12919,53.0,management,married,tertiary,deposit,0.0,0
12920,25.0,admin.,single,secondary,credito_deposit,0.0,483
12921,28.0,blue-collar,married,secondary,hipoteca,0.0,1238
12924,45.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,-311
12926,30.0,technician,single,secondary,hipoteca_credito,0.0,-754
12927,28.0,blue-collar,married,secondary,hipoteca__deposit,0.0,751
12928,31.0,technician,single,tertiary,deposit,0.0,454
12930,30.0,management,single,tertiary,hipoteca__deposit,0.0,985
12932,32.0,technician,married,secondary,deposit,0.0,1547
12933,25.0,student,single,secondary,deposit,0.0,679
12934,24.0,student,single,secondary,hipoteca__deposit,0.0,597
12935,55.0,housemaid,married,primary,deposit,0.0,2152
12938,36.0,technician,single,secondary,deposit,0.0,98
12939,75.0,retired,divorced,primary,hipoteca__deposit,0.0,3881
12940,59.0,management,married,tertiary,credito_deposit,0.0,296
12943,39.0,management,divorced,tertiary,deposit,0.0,1968
12944,49.0,management,married,secondary,hipoteca__deposit,0.0,99
12946,36.0,management,divorced,tertiary,hipoteca,0.0,133
12947,44.0,entrepreneur,married,secondary,hipoteca_credito,0.0,320
12948,37.0,technician,married,secondary,hipoteca,0.0,2707
12949,50.0,blue-collar,married,primary,hipoteca__deposit,0.0,4108
12950,35.0,services,single,secondary,hipoteca,0.0,1239
12951,32.0,management,single,tertiary,hipoteca,0.0,974
12952,38.0,admin.,married,primary,hipoteca,0.0,-175
12954,28.0,blue-collar,married,secondary,credito,0.0,-26
12955,39.0,management,married,tertiary,hipoteca__deposit,0.0,297
12956,28.0,technician,single,tertiary,deposit,0.0,4987
12957,31.0,blue-collar,married,secondary,credito_deposit,0.0,1766
12958,51.0,services,divorced,secondary,credito_deposit,0.0,65
12959,28.0,management,single,tertiary,hipoteca__deposit,1.0,1414
12960,38.0,admin.,divorced,secondary,hipoteca,0.0,0
12961,42.0,admin.,single,secondary,hipoteca,0.0,30
12962,33.0,blue-collar,married,secondary,hipoteca_credito,0.0,0
12963,40.0,services,married,secondary,hipoteca,0.0,5807
12964,34.0,technician,divorced,tertiary,credito,0.0,66
12965,42.0,blue-collar,married,secondary,hipoteca,0.0,429
12966,43.0,services,divorced,secondary,hipoteca__deposit,0.0,1040
12967,53.0,management,married,tertiary,credito,0.0,1348
12968,33.0,services,divorced,secondary,deposit,0.0,1117
12970,31.0,technician,married,tertiary,deposit,0.0,2166
12971,57.0,management,married,tertiary,hipoteca,1.0,1218
12973,41.0,management,married,tertiary,deposit,0.0,27696
12974,42.0,admin.,divorced,secondary,deposit,0.0,2129
12976,45.0,blue-collar,married,secondary,hipoteca_credito,0.0,-221
12977,33.0,management,married,tertiary,deposit,0.0,4570
12978,65.0,retired,married,tertiary,deposit,0.0,1973
12979,36.0,technician,single,secondary,hipoteca,0.0,-15
12980,34.0,admin.,married,secondary,credito,0.0,61
12981,42.0,blue-collar,married,secondary,hipoteca__deposit,0.0,413
12983,38.0,admin.,divorced,secondary,hipoteca,0.0,3834
12985,34.0,technician,married,secondary,deposit,0.0,133
12987,53.0,technician,married,secondary,deposit,0.0,6831
12988,42.0,management,married,tertiary,hipoteca,0.0,72
12989,32.0,admin.,married,secondary,deposit,0.0,366
12991,36.0,blue-collar,single,secondary,hipoteca__deposit,0.0,1822
12992,33.0,admin.,divorced,secondary,hipoteca__deposit,0.0,294
12993,38.0,entrepreneur,married,tertiary,hipoteca,0.0,7752
12994,26.0,services,single,tertiary,hipoteca__deposit,0.0,1140
12995,31.0,technician,single,tertiary,hipoteca__deposit,0.0,22
12996,31.0,blue-collar,married,secondary,hipoteca,0.0,0
12997,32.0,technician,single,tertiary,hipoteca,0.0,1710
12999,33.0,admin.,single,tertiary,hipoteca__deposit,0.0,475
13000,41.0,admin.,married,secondary,deposit,0.0,3138
13002,42.0,management,married,tertiary,hipoteca,0.0,1823
13003,51.0,blue-collar,married,primary,credito,0.0,3754
13004,34.0,blue-collar,single,secondary,hipoteca_credito_deposit,0.0,3043
13005,74.0,retired,married,tertiary,deposit,0.0,1843
13006,49.0,blue-collar,married,secondary,hipoteca,0.0,298
13007,26.0,management,single,tertiary,deposit,0.0,-3
13009,34.0,management,married,tertiary,hipoteca__deposit,0.0,703
13010,41.0,blue-collar,married,secondary,hipoteca__deposit,0.0,580
13011,56.0,management,married,tertiary,deposit,0.0,616
13012,33.0,technician,married,secondary,deposit,0.0,133
13013,27.0,management,single,tertiary,hipoteca__deposit,0.0,703
13014,27.0,technician,married,secondary,hipoteca,0.0,58
13015,37.0,management,single,tertiary,deposit,0.0,698
13018,45.0,management,married,unknown,hipoteca,0.0,9051
13020,23.0,services,single,secondary,hipoteca__deposit,0.0,665
13021,39.0,services,single,secondary,hipoteca__deposit,0.0,7066
13022,28.0,management,single,tertiary,hipoteca,0.0,320
13023,45.0,self-employed,married,tertiary,hipoteca_credito,0.0,-497
13025,52.0,admin.,single,unknown,deposit,0.0,2227
13026,61.0,management,married,tertiary,hipoteca__deposit,0.0,477
13027,45.0,blue-collar,married,secondary,deposit,0.0,10252
13028,31.0,management,married,tertiary,hipoteca,0.0,0
13029,44.0,admin.,married,secondary,deposit,0.0,205
13031,37.0,services,married,secondary,hipoteca,0.0,144
13033,28.0,blue-collar,married,primary,hipoteca,0.0,254
13034,55.0,services,divorced,secondary,hipoteca,0.0,2166
13035,35.0,technician,single,tertiary,hipoteca,0.0,2453
13036,31.0,technician,married,secondary,hipoteca,1.0,-463
13038,37.0,management,married,tertiary,hipoteca,0.0,2672
13039,40.0,management,single,secondary,hipoteca,0.0,10378
13040,67.0,retired,divorced,secondary,deposit,0.0,704
13042,39.0,blue-collar,divorced,primary,credito,0.0,3
13045,45.0,management,divorced,tertiary,hipoteca,0.0,6269
13046,76.0,retired,divorced,primary,deposit,0.0,2693
13047,46.0,blue-collar,married,primary,hipoteca_credito_deposit,0.0,1085
13049,79.0,retired,divorced,primary,deposit,0.0,79
13050,38.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,0
13052,41.0,blue-collar,married,secondary,hipoteca_credito,0.0,449
13053,35.0,management,married,tertiary,hipoteca__deposit,0.0,0
13054,52.0,unemployed,married,secondary,deposit,0.0,94
13056,43.0,management,divorced,tertiary,credito,0.0,-410
13057,35.0,technician,married,secondary,credito,0.0,128
13059,53.0,blue-collar,married,secondary,deposit,0.0,-8
13060,44.0,blue-collar,single,primary,hipoteca__deposit,0.0,36
13061,25.0,management,single,tertiary,hipoteca,0.0,2399
13062,47.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1230
13066,29.0,student,single,secondary,deposit,0.0,1779
13067,49.0,technician,married,secondary,hipoteca__deposit,0.0,808
13068,49.0,technician,married,tertiary,deposit,0.0,1071
13069,45.0,admin.,married,secondary,hipoteca_credito_deposit,1.0,-106
13071,36.0,admin.,single,secondary,hipoteca,0.0,449
13072,31.0,blue-collar,single,unknown,deposit,0.0,6281
13073,30.0,blue-collar,single,secondary,hipoteca__deposit,0.0,2145
13074,36.0,blue-collar,married,secondary,hipoteca,0.0,199
13075,41.0,technician,divorced,secondary,hipoteca__deposit,0.0,4047
13077,33.0,technician,single,tertiary,hipoteca__deposit,0.0,1636
13079,37.0,blue-collar,married,primary,hipoteca__deposit,0.0,2120
13080,54.0,retired,married,secondary,deposit,0.0,1371
13081,38.0,self-employed,single,tertiary,hipoteca__deposit,0.0,1612
13082,36.0,blue-collar,married,primary,hipoteca__deposit,0.0,378
13083,60.0,blue-collar,married,secondary,credito,0.0,0
13084,32.0,student,single,tertiary,deposit,0.0,64
13085,38.0,admin.,married,secondary,deposit,0.0,1559
13086,33.0,admin.,single,tertiary,deposit,0.0,7608
13087,32.0,technician,single,tertiary,hipoteca__deposit,0.0,1246
13088,40.0,admin.,married,secondary,hipoteca,0.0,367
13090,45.0,unknown,married,tertiary,deposit,0.0,406
13091,48.0,management,married,tertiary,hipoteca,0.0,291
13093,44.0,admin.,divorced,secondary,hipoteca,0.0,21
13094,83.0,retired,divorced,primary,deposit,0.0,1097
13096,44.0,services,married,secondary,credito_deposit,0.0,522
13097,44.0,management,married,tertiary,deposit,0.0,1058
13098,36.0,admin.,married,secondary,credito,0.0,0
13099,30.0,technician,married,tertiary,hipoteca,0.0,606
13100,32.0,management,married,tertiary,credito,0.0,9214
13102,48.0,management,married,tertiary,deposit,0.0,2266
13103,28.0,technician,married,secondary,hipoteca,0.0,655
13104,29.0,technician,single,tertiary,hipoteca,0.0,542
13105,37.0,services,single,secondary,deposit,0.0,1045
13107,28.0,student,single,tertiary,deposit,0.0,844
13108,26.0,technician,single,tertiary,deposit,0.0,515
13109,27.0,management,single,tertiary,hipoteca,0.0,3104
13110,30.0,blue-collar,single,secondary,hipoteca,0.0,573
13111,68.0,retired,married,tertiary,deposit,0.0,2812
13112,53.0,housemaid,married,secondary,hipoteca,0.0,1182
13113,32.0,blue-collar,married,primary,hipoteca_credito_deposit,0.0,-454
13114,38.0,technician,married,secondary,deposit,0.0,1478
13115,34.0,technician,single,tertiary,hipoteca__deposit,0.0,925
13117,33.0,blue-collar,married,primary,hipoteca,0.0,1002
13118,61.0,retired,married,secondary,hipoteca_credito_deposit,0.0,2801
13119,39.0,management,married,secondary,hipoteca,0.0,517
13121,49.0,technician,divorced,tertiary,hipoteca__deposit,0.0,1807
13124,40.0,technician,single,unknown,hipoteca__deposit,0.0,3652
13125,34.0,management,married,tertiary,deposit,0.0,5
13126,26.0,unemployed,single,tertiary,deposit,0.0,77
13127,44.0,management,married,tertiary,deposit,0.0,2383
13129,53.0,housemaid,married,primary,credito_deposit,0.0,104
13130,43.0,management,divorced,tertiary,deposit,0.0,2367
13133,27.0,services,married,secondary,hipoteca,0.0,54
13134,47.0,management,married,tertiary,deposit,0.0,2351
13135,42.0,technician,single,tertiary,deposit,0.0,2625
13137,33.0,management,married,tertiary,hipoteca,0.0,1808
13139,32.0,technician,single,secondary,credito,0.0,696
13140,39.0,blue-collar,married,secondary,hipoteca__deposit,0.0,62
13141,37.0,blue-collar,married,secondary,hipoteca,0.0,740
13142,44.0,admin.,divorced,secondary,hipoteca,0.0,777
13143,29.0,technician,single,secondary,hipoteca,0.0,1395
13144,39.0,management,single,tertiary,hipoteca__deposit,0.0,0
13145,27.0,management,single,secondary,hipoteca,0.0,145
13146,33.0,technician,single,secondary,deposit,0.0,2979
13147,92.0,retired,married,unknown,deposit,0.0,775
13148,38.0,technician,married,secondary,hipoteca__deposit,0.0,557
13149,36.0,management,married,tertiary,hipoteca,0.0,0
13150,49.0,management,married,tertiary,deposit,0.0,64
13151,38.0,blue-collar,married,secondary,hipoteca,0.0,360
13154,55.0,blue-collar,married,primary,deposit,0.0,512
13155,35.0,unemployed,married,secondary,hipoteca,0.0,1
13156,33.0,blue-collar,married,secondary,hipoteca,0.0,370
13157,25.0,technician,single,secondary,credito_deposit,0.0,505
13158,31.0,blue-collar,married,secondary,hipoteca__deposit,0.0,2
13159,34.0,management,single,tertiary,hipoteca_credito,0.0,0
13160,37.0,management,married,secondary,deposit,0.0,565
13161,29.0,technician,single,secondary,deposit,0.0,3466
13162,37.0,technician,single,secondary,deposit,0.0,2442
13164,30.0,student,single,tertiary,deposit,0.0,3026
13169,50.0,admin.,divorced,secondary,hipoteca,0.0,0
13170,31.0,management,single,secondary,hipoteca,0.0,1310
13171,49.0,management,married,tertiary,hipoteca_credito_deposit,0.0,1167
13172,30.0,technician,single,secondary,hipoteca,0.0,426
13173,30.0,admin.,married,secondary,hipoteca__deposit,0.0,396
13174,58.0,retired,married,primary,deposit,0.0,4158
13175,49.0,services,married,primary,hipoteca__deposit,0.0,1830
13176,54.0,retired,married,primary,deposit,0.0,309
13177,61.0,retired,married,tertiary,hipoteca_credito_deposit,0.0,3140
13178,27.0,unemployed,single,secondary,deposit,0.0,771
13179,38.0,admin.,married,tertiary,deposit,0.0,4297
13180,30.0,management,married,tertiary,hipoteca__deposit,0.0,1221
13181,71.0,retired,married,tertiary,deposit,0.0,4388
13183,54.0,blue-collar,divorced,unknown,hipoteca,0.0,-473
13184,48.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1730
13185,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,759
