"age";"job";"marital";"education";"balance";"housing";"deposit"
36;"management";"divorced";"tertiary";-978;"yes";"no"
53;"blue-collar";"married";"secondary";0;"yes";"no"
41;"self-employed";"married";"secondary";20;"no";"no"
51;"blue-collar";"married";"secondary";700;"no";"no"
34;"blue-collar";"married";"secondary";-58;"yes";"no"
29;"management";"single";"tertiary";841;"no";"no"
35;"self-employed";"single";"secondary";951;"yes";"no"
40;"management";"married";"tertiary";-63;"no";"no"
26;"student";"single";"tertiary";641;"yes";"no"
32;"technician";"single";"tertiary";195;"yes";"no"
31;"technician";"married";"tertiary";11;"no";"no"
39;"management";"single";"secondary";120;"no";"no"
30;"technician";"married";"secondary";450;"no";"no"
40;"technician";"married";"secondary";8379;"no";"no"
32;"blue-collar";"married";"primary";206;"yes";"no"
46;"admin";"single";"secondary";1544;"yes";"no"
41;"technician";"married";"secondary";2990;"yes";"no"
35;"entrepreneur";"single";"secondary";866;"yes";"no"
40;"unemployed";"single";"secondary";1744;"yes";"no"
58;"management";"married";"secondary";-382;"no";"no"
48;"blue-collar";"married";"primary";214;"yes";"no"
37;"technician";"single";"tertiary";147;"no";"no"
59;"management";"divorced";"tertiary";81;"no";"no"
33;"blue-collar";"married";"secondary";202;"yes";"no"
36;"admin";"married";"secondary";1314;"yes";"no"
40;"blue-collar";"married";"secondary";-60;"yes";"no"
53;"admin";"single";"primary";0;"yes";"no"
32;"admin";"divorced";"secondary";-331;"yes";"no"
32;"blue-collar";"married";"primary";1504;"yes";"no"
30;"services";"single";"secondary";773;"yes";"no"
31;"admin";"married";"secondary";941;"yes";"no"
35;"unemployed";"single";"secondary";2116;"yes";"no"
39;"services";"married";"secondary";-971;"yes";"no"
57;"management";"married";"tertiary";5;"yes";"no"
33;"self-employed";"divorced";"tertiary";454;"no";"no"
35;"management";"married";"secondary";53;"yes";"no"
53;"management";"married";"tertiary";2578;"no";"no"
50;"entrepreneur";"married";"secondary";854;"no";"no"
46;"unemployed";"married";"secondary";16397;"no";"no"
35;"management";"single";"tertiary";687;"yes";"no"
56;"retired";"married";"secondary";1894;"yes";"no"
54;"admin";"divorced";"secondary";0;"yes";"no"
56;"services";"married";"secondary";1150;"no";"no"
43;"management";"married";"tertiary";136;"no";"no"
40;"technician";"married";"secondary";7313;"yes";"no"
38;"management";"married";"tertiary";-239;"yes";"no"
43;"management";"married";"tertiary";182;"no";"no"
46;"technician";"married";"secondary";1590;"yes";"no"
29;"blue-collar";"married";"secondary";-565;"yes";"no"
33;"technician";"single";"secondary";930;"yes";"no"
49;"technician";"married";"secondary";1091;"no";"no"
53;"blue-collar";"divorced";"secondary";640;"yes";"no"
54;"retired";"single";"primary";767;"no";"no"
33;"technician";"married";"secondary";480;"yes";"no"
39;"management";"married";"tertiary";1363;"no";"no"
49;"admin";"married";"secondary";167;"no";"no"
33;"technician";"married";"secondary";0;"no";"no"
59;"admin";"married";"secondary";4196;"no";"no"
35;"admin";"married";"secondary";725;"yes";"no"
40;"technician";"married";"secondary";1716;"yes";"no"
31;"services";"single";"secondary";-45;"no";"no"
35;"technician";"married";"secondary";410;"yes";"no"
42;"blue-collar";"married";"primary";-97;"yes";"no"
55;"self-employed";"married";"secondary";12159;"yes";"no"
33;"blue-collar";"married";"secondary";395;"yes";"no"
31;"technician";"single";"tertiary";969;"no";"no"
30;"technician";"single";"secondary";86;"no";"no"
30;"blue-collar";"single";"primary";395;"no";"no"
37;"blue-collar";"married";"secondary";0;"yes";"no"
30;"technician";"single";"tertiary";0;"no";"no"
47;"admin";"married";"secondary";829;"yes";"no"
41;"technician";"married";"tertiary";-15;"yes";"no"
44;"technician";"married";"secondary";135;"yes";"no"
59;"management";"married";"tertiary";1585;"no";"no"
29;"technician";"married";"secondary";-910;"yes";"no"
51;"services";"married";"primary";8806;"yes";"no"
32;"blue-collar";"married";"secondary";43;"yes";"no"
36;"blue-collar";"married";"secondary";136;"yes";"no"
30;"management";"married";"tertiary";1195;"no";"no"
34;"housemaid";"married";"tertiary";11219;"no";"no"
42;"blue-collar";"married";"primary";2003;"yes";"no"
37;"technician";"married";"secondary";494;"yes";"no"
42;"blue-collar";"single";"secondary";419;"no";"no"
34;"admin";"single";"tertiary";64;"yes";"no"
32;"self-employed";"married";"tertiary";14522;"no";"no"
46;"technician";"divorced";"secondary";3455;"yes";"no"
32;"blue-collar";"married";"primary";1076;"yes";"no"
37;"admin";"single";"secondary";-261;"no";"no"
39;"management";"married";"tertiary";309;"no";"no"
37;"management";"single";"secondary";655;"no";"no"
32;"self-employed";"married";"tertiary";102;"no";"no"
41;"blue-collar";"married";"secondary";213;"yes";"no"
50;"self-employed";"married";"tertiary";202;"yes";"no"
37;"admin";"single";"secondary";22;"yes";"no"
56;"entrepreneur";"divorced";"secondary";179;"no";"no"
37;"unemployed";"married";"secondary";4769;"no";"no"
32;"blue-collar";"married";"primary";-6;"yes";"no"
30;"management";"single";"tertiary";19358;"no";"no"
27;"blue-collar";"single";"secondary";5563;"yes";"no"
36;"management";"married";"tertiary";6641;"no";"no"
34;"management";"single";"tertiary";747;"no";"no"
53;"services";"married";"primary";49;"no";"no"
58;"management";"married";"tertiary";287;"yes";"no"
31;"admin";"single";"secondary";437;"yes";"no"
38;"services";"married";"secondary";1313;"no";"no"
32;"management";"single";"tertiary";597;"no";"no"
31;"services";"married";"secondary";418;"yes";"no"
59;"admin";"divorced";"secondary";-41;"yes";"no"
41;"blue-collar";"married";"primary";449;"yes";"no"
33;"technician";"married";"secondary";3572;"yes";"no"
52;"management";"married";"tertiary";2428;"yes";"no"
36;"entrepreneur";"married";"primary";177;"yes";"no"
37;"management";"married";"secondary";80;"no";"no"
39;"services";"single";"secondary";1048;"yes";"no"
36;"management";"married";"tertiary";3874;"no";"no"
30;"management";"married";"tertiary";5381;"no";"no"
32;"management";"single";"tertiary";17;"no";"no"
47;"blue-collar";"married";"primary";4040;"no";"no"
38;"management";"single";"tertiary";427;"yes";"no"
51;"management";"married";"tertiary";385;"no";"no"
27;"services";"single";"secondary";266;"no";"no"
58;"retired";"single";"tertiary";1411;"yes";"no"
56;"management";"married";"primary";7747;"no";"no"
40;"blue-collar";"married";"primary";2129;"yes";"no"
47;"entrepreneur";"married";"secondary";318;"no";"no"
23;"blue-collar";"single";"secondary";105;"yes";"no"
46;"blue-collar";"married";"secondary";2603;"yes";"no"
57;"services";"married";"primary";443;"no";"no"
40;"services";"married";"secondary";-116;"yes";"no"
30;"admin";"married";"tertiary";285;"no";"no"
58;"retired";"married";"primary";5092;"no";"no"
36;"blue-collar";"divorced";"secondary";719;"yes";"no"
37;"blue-collar";"married";"primary";0;"yes";"no"
51;"blue-collar";"married";"primary";2095;"yes";"no"
30;"blue-collar";"single";"secondary";-390;"yes";"no"
39;"technician";"married";"tertiary";108;"no";"no"
33;"blue-collar";"married";"secondary";1134;"yes";"no"
60;"blue-collar";"married";"primary";228;"yes";"no"
29;"self-employed";"married";"tertiary";1;"no";"no"
31;"admin";"married";"secondary";0;"yes";"no"
52;"management";"married";"tertiary";1453;"no";"no"
30;"admin";"single";"secondary";28;"no";"no"
47;"blue-collar";"married";"secondary";1388;"yes";"no"
46;"management";"divorced";"tertiary";0;"no";"no"
31;"technician";"married";"tertiary";0;"no";"no"
29;"blue-collar";"married";"secondary";15;"no";"no"
34;"services";"married";"secondary";22;"yes";"no"
44;"services";"married";"secondary";983;"no";"no"
60;"blue-collar";"married";"secondary";2879;"yes";"no"
51;"services";"married";"primary";-553;"yes";"no"
31;"housemaid";"single";"tertiary";596;"no";"no"
33;"blue-collar";"married";"secondary";1402;"no";"no"
53;"admin";"divorced";"secondary";223;"yes";"no"
45;"admin";"married";"secondary";46;"yes";"no"
51;"management";"married";"tertiary";0;"yes";"no"
30;"management";"single";"tertiary";1636;"no";"no"
58;"blue-collar";"married";"primary";96;"no";"no"
26;"blue-collar";"single";"primary";-295;"yes";"no"
37;"services";"married";"secondary";1;"no";"no"
47;"management";"married";"tertiary";60;"no";"no"
28;"management";"married";"tertiary";84;"no";"no"
28;"blue-collar";"married";"secondary";4287;"no";"no"
43;"management";"divorced";"tertiary";1;"yes";"no"
43;"services";"married";"secondary";192;"yes";"no"
57;"management";"married";"tertiary";1172;"yes";"no"
34;"entrepreneur";"married";"tertiary";105;"yes";"no"
36;"admin";"divorced";"tertiary";4708;"no";"no"
32;"technician";"single";"secondary";-1;"yes";"no"
36;"technician";"married";"secondary";22;"no";"no"
33;"management";"married";"tertiary";3301;"yes";"no"
48;"blue-collar";"married";"primary";2227;"no";"no"
58;"entrepreneur";"married";"secondary";2;"no";"no"
56;"housemaid";"married";"primary";445;"no";"no"
53;"management";"married";"tertiary";241;"yes";"no"
41;"blue-collar";"married";"secondary";429;"yes";"no"
35;"admin";"married";"secondary";11;"yes";"no"
31;"management";"married";"tertiary";50;"no";"no"
51;"admin";"divorced";"secondary";2195;"yes";"no"
40;"technician";"married";"secondary";1270;"no";"no"
40;"technician";"divorced";"secondary";2394;"no";"no"
44;"services";"married";"secondary";3536;"no";"no"
37;"blue-collar";"married";"secondary";-4;"yes";"no"
49;"entrepreneur";"married";"secondary";-1965;"no";"no"
56;"retired";"married";"secondary";5879;"no";"no"
25;"student";"single";"secondary";469;"no";"no"
29;"management";"single";"tertiary";502;"no";"no"
35;"admin";"single";"tertiary";777;"no";"no"
41;"entrepreneur";"divorced";"secondary";1588;"yes";"no"
38;"blue-collar";"married";"secondary";376;"yes";"no"
61;"housemaid";"married";"primary";848;"no";"no"
36;"technician";"married";"secondary";-393;"no";"no"
52;"blue-collar";"married";"primary";4660;"no";"no"
31;"technician";"single";"tertiary";176;"no";"no"
33;"unemployed";"married";"tertiary";3335;"no";"no"
49;"blue-collar";"married";"primary";-167;"no";"no"
45;"technician";"single";"tertiary";1591;"no";"no"
71;"retired";"married";"secondary";2064;"no";"no"
34;"management";"single";"tertiary";1310;"no";"no"
33;"admin";"single";"secondary";1221;"yes";"no"
28;"blue-collar";"married";"secondary";-26;"no";"no"
52;"technician";"married";"secondary";337;"yes";"no"
54;"blue-collar";"married";"primary";2440;"no";"no"
59;"retired";"married";"secondary";25947;"no";"no"
25;"admin";"single";"tertiary";1734;"no";"no"
35;"technician";"married";"tertiary";4;"yes";"no"
49;"blue-collar";"married";"primary";1032;"yes";"no"
33;"technician";"married";"secondary";8;"no";"no"
30;"self-employed";"single";"tertiary";3137;"yes";"no"
46;"services";"married";"secondary";-522;"yes";"no"
43;"services";"single";"secondary";21;"no";"no"
28;"blue-collar";"single";"secondary";455;"yes";"no"
41;"blue-collar";"married";"primary";4;"no";"no"
60;"housemaid";"divorced";"primary";1412;"no";"no"
49;"blue-collar";"married";"secondary";141;"no";"no"
30;"technician";"single";"tertiary";6619;"yes";"no"
45;"unemployed";"married";"primary";0;"yes";"no"
47;"management";"single";"tertiary";0;"no";"no"
29;"blue-collar";"single";"secondary";202;"no";"no"
59;"admin";"married";"secondary";2552;"no";"no"
27;"technician";"married";"tertiary";276;"no";"no"
37;"technician";"married";"secondary";0;"no";"no"
25;"technician";"divorced";"secondary";86;"no";"no"
39;"technician";"divorced";"secondary";507;"no";"no"
35;"blue-collar";"married";"primary";602;"yes";"no"
77;"retired";"married";"primary";1492;"no";"no"
58;"retired";"divorced";"secondary";0;"no";"no"
38;"management";"single";"tertiary";2117;"no";"no"
50;"blue-collar";"married";"primary";71;"yes";"no"
27;"management";"single";"secondary";843;"no";"no"
46;"blue-collar";"married";"secondary";229;"yes";"no"
51;"admin";"married";"secondary";176;"no";"no"
58;"retired";"married";"secondary";13;"no";"no"
42;"entrepreneur";"married";"secondary";169;"yes";"no"
27;"technician";"married";"secondary";58;"yes";"no"
34;"technician";"single";"secondary";179;"no";"no"
31;"admin";"single";"secondary";50;"no";"no"
39;"blue-collar";"married";"secondary";11854;"yes";"no"
42;"admin";"single";"secondary";1022;"yes";"no"
44;"entrepreneur";"married";"secondary";692;"no";"no"
51;"management";"divorced";"tertiary";1937;"yes";"no"
50;"admin";"single";"secondary";26;"no";"no"
32;"blue-collar";"married";"primary";0;"yes";"no"
45;"blue-collar";"married";"primary";900;"yes";"no"
29;"admin";"single";"secondary";260;"yes";"no"
53;"blue-collar";"married";"secondary";-634;"no";"no"
29;"services";"married";"secondary";30;"yes";"no"
57;"admin";"married";"primary";1694;"yes";"no"
41;"blue-collar";"married";"secondary";167;"no";"no"
58;"technician";"married";"secondary";4299;"yes";"no"
52;"housemaid";"married";"primary";135;"no";"no"
34;"blue-collar";"married";"primary";479;"no";"no"
44;"management";"married";"tertiary";1945;"no";"no"
56;"technician";"married";"tertiary";1062;"no";"no"
36;"entrepreneur";"married";"tertiary";0;"no";"no"
45;"management";"divorced";"tertiary";2406;"no";"no"
57;"management";"married";"tertiary";337;"no";"no"
49;"management";"married";"tertiary";413;"no";"no"
37;"blue-collar";"married";"secondary";362;"yes";"no"
40;"blue-collar";"married";"primary";-66;"yes";"no"
28;"technician";"single";"secondary";922;"yes";"no"
39;"services";"married";"secondary";93;"yes";"no"
40;"technician";"single";"tertiary";693;"no";"no"
33;"management";"single";"tertiary";307;"no";"no"
37;"management";"single";"tertiary";427;"yes";"no"
36;"services";"married";"secondary";5024;"no";"no"
26;"technician";"single";"tertiary";4130;"no";"no"
48;"management";"married";"tertiary";190;"no";"no"
51;"technician";"married";"secondary";2682;"no";"no"
35;"technician";"single";"tertiary";144;"yes";"no"
40;"blue-collar";"married";"secondary";1938;"yes";"no"
40;"admin";"single";"secondary";90;"yes";"no"
37;"admin";"married";"secondary";10465;"no";"no"
43;"blue-collar";"married";"secondary";917;"yes";"no"
48;"management";"married";"primary";1744;"no";"no"
46;"admin";"divorced";"secondary";1198;"yes";"no"
34;"services";"single";"tertiary";371;"no";"no"
52;"management";"married";"tertiary";575;"no";"no"
57;"management";"married";"secondary";123;"no";"no"
36;"services";"married";"secondary";145;"yes";"no"
33;"blue-collar";"married";"secondary";312;"yes";"no"
30;"technician";"single";"secondary";893;"no";"no"
34;"management";"married";"tertiary";105;"yes";"no"
35;"management";"single";"tertiary";0;"yes";"no"
34;"blue-collar";"single";"secondary";186;"no";"no"
32;"technician";"single";"secondary";-114;"no";"no"
30;"blue-collar";"single";"secondary";228;"no";"no"
33;"housemaid";"married";"primary";0;"no";"no"
31;"technician";"single";"tertiary";279;"yes";"no"
33;"admin";"single";"secondary";241;"no";"no"
48;"technician";"divorced";"tertiary";2328;"no";"no"
38;"technician";"married";"secondary";728;"yes";"no"
53;"blue-collar";"married";"secondary";4380;"no";"no"
36;"blue-collar";"married";"secondary";0;"no";"no"
37;"management";"married";"tertiary";5432;"yes";"no"
36;"blue-collar";"married";"secondary";222;"yes";"no"
39;"blue-collar";"married";"secondary";3832;"yes";"no"
50;"admin";"married";"secondary";715;"no";"no"
49;"blue-collar";"married";"primary";6215;"yes";"no"
41;"services";"married";"secondary";2085;"yes";"no"
32;"services";"married";"secondary";1398;"yes";"no"
30;"unemployed";"single";"tertiary";463;"no";"no"
46;"management";"married";"tertiary";-337;"no";"no"
25;"self-employed";"married";"tertiary";1182;"yes";"no"
27;"services";"married";"secondary";94;"yes";"no"
28;"student";"single";"secondary";5916;"no";"no"
47;"management";"divorced";"tertiary";4556;"yes";"no"
39;"management";"divorced";"tertiary";373;"no";"no"
28;"admin";"married";"secondary";170;"yes";"no"
45;"technician";"divorced";"secondary";146;"no";"no"
30;"management";"married";"tertiary";1384;"yes";"no"
48;"blue-collar";"married";"primary";595;"no";"no"
60;"blue-collar";"married";"primary";4903;"no";"no"
48;"entrepreneur";"married";"secondary";4037;"no";"no"
38;"management";"single";"tertiary";1746;"yes";"no"
31;"management";"single";"tertiary";18;"no";"no"
52;"unemployed";"married";"primary";1724;"no";"no"
28;"blue-collar";"single";"secondary";1735;"yes";"no"
32;"technician";"married";"secondary";367;"yes";"no"
